accuracy,precision,recall,f1
61.09496124031008,0.633991518235793,0.5917065806962026,0.5903348308674081
51.46963824289406,0.5569857098853112,0.5123730113609799,0.488117325309741
55.50710594315246,0.5757121828841663,0.5406760769878841,0.5255031835203194
54.71576227390182,0.5551728195147768,0.5300058581230896,0.5105035493814084
55.24870801033591,0.5515458709546509,0.5322462384007295,0.5145650343648426
58.155684754521964,0.5838687429739131,0.568083379635533,0.5620256274203477
60.82041343669251,0.6115742372717433,0.5903589370005138,0.5938242123226573
60.73966408268734,0.6111747895978147,0.5901776860684255,0.5934276190750684
61.45025839793282,0.6200908378689931,0.5972993639462695,0.6019857930086299
62.61304909560723,0.6338236957227936,0.6059457187463798,0.6123486406594433
62.51614987080103,0.6294384529291397,0.608365347279341,0.6144280841095519
62.338501291989665,0.6270748739918167,0.6065725316549179,0.6122628267006455
62.67764857881137,0.6320325644913082,0.6084837866667527,0.6149719456849582
62.467700258397926,0.6295648148952752,0.6070411584721925,0.6135822873247446
61.46640826873385,0.6161831495976543,0.6005874723758039,0.6051623142258385
61.07881136950905,0.6135250116501255,0.5961130165329829,0.6014500811494891
61.87015503875969,0.6232847978476886,0.6027707418124933,0.6086576198209911
63.43669250645995,0.6525886448626886,0.6086469716316508,0.6189834903939859
64.08268733850129,0.6661522222551177,0.6131925788367117,0.6248357853555068
64.22803617571059,0.6650358127272036,0.6151829674089716,0.626739059949028
63.565891472868216,0.6520957567800117,0.6120327663026677,0.6226840954996787
63.662790697674424,0.6548072407105008,0.6116268040711147,0.6223676204308592
63.51744186046512,0.6510145513139851,0.6115624944280039,0.6220707150589183
63.468992248062015,0.6504811602440892,0.6110503591784505,0.6215629947187388
64.1795865633075,0.6639725814019745,0.6144950539425144,0.6251637161200639
64.3249354005168,0.6637058361128036,0.6171416244402491,0.6283270439773819
64.24418604651163,0.6625685364965398,0.6167240322763549,0.6278989862833
63.82428940568475,0.6592509199258481,0.6131903152067189,0.6245377476577478
63.96963824289406,0.6614154663103557,0.6143416258640264,0.6259624897084417
64.01808785529715,0.6620280325523334,0.6148080371162106,0.6265036843298281
62.87144702842377,0.6162373305219416,0.5901330264301593,0.5951721283294541
62.95219638242894,0.616924660183993,0.5909930195502144,0.5960549480599814
62.96834625322998,0.6169256997487378,0.5912184634165539,0.5962936441008687
62.451550387596896,0.6082022066162512,0.5834122616174301,0.5876665292279305
62.22545219638243,0.6191620760185489,0.5845553101861672,0.5886555422665548
61.240310077519375,0.6105537448817135,0.5752753817879764,0.5770566521505195
60.2390180878553,0.6014438709318518,0.5646037458543348,0.5644860783168852
60.07751937984496,0.5933965415344734,0.5618778316720989,0.5620574959451555
59.80297157622739,0.5922080333553804,0.5616417994584216,0.561313834747472
59.80297157622739,0.5920989712400755,0.5616417994584216,0.5612774928186135
59.75452196382429,0.5920196207363614,0.561545040807672,0.5607890425433337
59.77067183462532,0.5917607339546697,0.5602951314183678,0.5601255956428671
59.78682170542635,0.5930643996197479,0.5603563789352424,0.5602507284480156
59.75452196382429,0.5917559021151836,0.5600581056845897,0.5594701504678595
59.02777777777778,0.5973186809907096,0.559081218804113,0.5562853849204392
58.99547803617571,0.5973071569062939,0.558737221556091,0.5558790144975636
59.02777777777778,0.5976175433246004,0.559081218804113,0.5562968806841022
58.39793281653747,0.5971072786012583,0.5540481711474942,0.5523367873937685
58.44638242894057,0.5975452653236154,0.5545107217771986,0.552783126521367
58.44638242894057,0.5975062721085002,0.5543658285401315,0.5526419378884699
58.5594315245478,0.5987601300627475,0.5558138813849736,0.5544722424519313
58.30103359173127,0.5968739006381067,0.5538436754509416,0.5522699379621031
58.365633074935396,0.5971432914392639,0.5541349929881942,0.552350898065589
57.97803617571059,0.5939644058751807,0.550693489444856,0.5482127547828358
57.83268733850129,0.5935595978960401,0.5492369498234956,0.5462624240351065
57.80038759689923,0.5935982044131777,0.5489386765728429,0.5458183067688255
59.91602067183462,0.6020982690152507,0.563201206882786,0.5654019204512517
59.9483204134367,0.602200598322458,0.5635452041308081,0.565799487739552
59.73837209302325,0.603182286107153,0.5620143850916032,0.5639325376374599
59.72222222222222,0.602767065602635,0.5618958317099206,0.5638729784488207
59.72222222222222,0.6028011155528228,0.5618958317099206,0.5638846191408035
57.59043927648578,0.6076706212436661,0.5583722091362203,0.5506829561298786
57.59043927648578,0.6076706212436661,0.5583722091362203,0.5506829561298786
57.59043927648578,0.6076706212436661,0.5583722091362203,0.5506829561298786
57.59043927648578,0.6076706212436661,0.5583722091362203,0.5506829561298786
57.541989664082685,0.6073150337908214,0.5579553825038853,0.5502197864870543
57.638888888888886,0.6078422986675389,0.5587928963910351,0.5512788518534597
57.638888888888886,0.6078422986675389,0.5587928963910351,0.5512788518534597
57.638888888888886,0.6078422986675389,0.5587928963910351,0.5512788518534597
57.638888888888886,0.6078422986675389,0.5587928963910351,0.5512788518534597
57.525839793281655,0.6086145023423958,0.5575734635330397,0.5490920423059158
57.39664082687338,0.6079519562797442,0.5564949822600452,0.5479416258409618
57.025193798449614,0.6026727144829132,0.5526652075048469,0.5439002013150335
58.139534883720934,0.574435504443442,0.5731649448299071,0.5586514289452182
58.139534883720934,0.574435504443442,0.5731649448299071,0.5586514289452182
58.139534883720934,0.574435504443442,0.5731649448299071,0.5586514289452182
58.139534883720934,0.574435504443442,0.5731649448299071,0.5586514289452182
58.85012919896641,0.57964854221482,0.5574596014096159,0.5640368950554914
58.882428940568474,0.5799651043552234,0.5574642275636544,0.5640413395530133
58.882428940568474,0.5799651043552234,0.5574642275636544,0.5640413395530133
