accuracy,precision,recall,f1
47.496770025839794,0.5291624209486009,0.3950857998162553,0.34682258758971574
48.094315245478036,0.5358922065185965,0.4039173980296704,0.3670664880814584
47.496770025839794,0.5347914550958742,0.385016385260496,0.32818953710447135
51.95413436692506,0.552811154406058,0.4538828597417994,0.44549019910643706
51.00129198966409,0.545889987754711,0.43747485369619427,0.41985879385537234
52.018733850129195,0.5524313633084715,0.4516168905764622,0.44125329783501405
51.24354005167958,0.5299685771923454,0.4465569325567574,0.4367068678526998
53.35917312661499,0.5456706041610332,0.4764990572379626,0.47555310495882086
53.81136950904393,0.5419183205236546,0.48550980481264655,0.4872355731116778
53.90826873385013,0.5534532499410062,0.4785429904829501,0.47635370390712434
52.470930232558146,0.5350985867663832,0.47045214696958865,0.4702023858128332
53.036175710594314,0.5464549556591657,0.4675626734113041,0.46305724145939275
52.87467700258398,0.5367381334823196,0.47170670091374395,0.4707682564764415
54.748062015503876,0.5507512766305629,0.49585863475681347,0.4984458775577865
53.52067183462532,0.5349876470486702,0.476330124040782,0.4740303188574138
51.53423772609818,0.5067861870851997,0.46065055826091683,0.45860640574050593
54.60271317829457,0.5477859678890931,0.49706422211737705,0.5009645238043549
55.184108527131784,0.5559017794981632,0.5028666133955554,0.5071074197139995
55.92700258397932,0.5608286424832676,0.5308266585852807,0.5385818286732048
52.84237726098191,0.5262459171038287,0.478535220636742,0.4807243108858948
53.875968992248055,0.5351556217888419,0.4871488352755506,0.4890481997011224
54.42506459948321,0.5433072466498615,0.4905407212343557,0.49210459612322427
55.361757105943155,0.544003485068628,0.5029070781024105,0.5053625514188429
54.328165374677006,0.5389525279644939,0.5023225510448154,0.5072631351705951
55.76550387596899,0.5571132033968685,0.5164751433077368,0.5230731942980897
54.57041343669251,0.5392810473826454,0.49171579909892643,0.4920613365337602
53.43992248062015,0.5277479625502134,0.4863204742660788,0.48857047354606237
54.65116279069767,0.543565775242549,0.5056930323204031,0.5106682304945126
53.92441860465116,0.5328484237022665,0.49671203201074715,0.501111683130327
54.360465116279066,0.5340003750916945,0.4993126505225706,0.5033917152728938
55.34560723514211,0.557715785585558,0.5144336687165999,0.5205974838588207
55.297157622739014,0.5451719805831271,0.5148770335287717,0.5203463634740945
54.48966408268734,0.5371324439771668,0.5039929526650765,0.5084232587245273
53.859819121447025,0.534726156629581,0.5016994842281394,0.5061016472999381
53.92441860465116,0.539838075776911,0.49887710584941064,0.5047401143094542
55.21640826873385,0.5462359482419957,0.5135752429249414,0.5196078089564309
53.66602067183462,0.5361025800017788,0.5013246349649648,0.5062358781372837
53.06847545219638,0.5167476414562524,0.48784463150979396,0.49075445243741916
54.79651162790697,0.541739238110666,0.5095759611642671,0.5152066614934464
56.185400516795866,0.5598389417598214,0.5254987574236233,0.532357089308151
54.45736434108527,0.5354035493209717,0.5045504067640655,0.509524774529303
53.633720930232556,0.5306836518309045,0.5043007570414985,0.5105553126262466
54.06976744186046,0.5342542262751772,0.5060352732810126,0.5121659784725459
54.52196382428941,0.5389743150751531,0.5085691352954989,0.513822244201311
54.247416020671835,0.5436376933298561,0.503142160487602,0.5072270466537447
52.53552971576227,0.512118308914237,0.4868741482358285,0.4904923416382065
54.47351421188631,0.5391813832283674,0.5085276323042344,0.5148181759481831
54.84496124031008,0.5480002562122493,0.5185937270811254,0.5255914381457378
53.32687338501292,0.5265725616692226,0.4969288416052667,0.5017038028545812
54.05361757105943,0.5352902752547061,0.5092198261049767,0.5143285963414841
50.791343669250644,0.5069105118478036,0.47572199406299837,0.4806489438571118
55.23255813953488,0.5363244685929773,0.5141495895473801,0.517931101887288
56.298449612403104,0.5586680707779372,0.5322377653629344,0.5380852451066066
54.10206718346253,0.5320213152004818,0.5036334167973311,0.508729013234496
57.041343669250644,0.5573907790371859,0.5409255632897826,0.5457576911317605
55.68475452196382,0.5444292655481503,0.5222339116230189,0.5269434306094545
54.68346253229974,0.5470498852811907,0.5175705791966088,0.5234161732884743
50.759043927648584,0.5003402587793727,0.4743310487585124,0.47502721222099203
53.66602067183462,0.5349763039840739,0.5139831883597558,0.5180736032009646
51.42118863049095,0.5162900635388635,0.4795572895982836,0.48380097269788935
51.77648578811369,0.5179343589909897,0.48030887627078184,0.4828644271706127
56.36304909560723,0.5489027965646547,0.5302316648485,0.5347985500014656
55.20025839793282,0.5458262703270004,0.5147119873175666,0.5187769750103967
53.6983204134367,0.5281575272240161,0.5052752808615829,0.5105775600404473
54.360465116279066,0.5439677216308398,0.5187021631927723,0.5232753393724221
55.054909560723516,0.5441843789860947,0.5202881389974098,0.5258527600488531
53.746770025839794,0.5322263711871641,0.510715232904359,0.5158330644415342
55.991602067183464,0.5446898027705095,0.5332976491905633,0.5369383283271625
53.71447028423773,0.524577895341757,0.49926910858926093,0.5033531406186326
49.96770025839793,0.5066684870624593,0.4787888428306733,0.4834532639751475
54.21511627906976,0.523711401063492,0.5059811105720275,0.5093816155482265
54.166666666666664,0.5494670711192337,0.5208679511974982,0.5222086218372172
53.68217054263565,0.5247041290917271,0.5050144879205416,0.509547809953382
51.53423772609818,0.5015874254973407,0.4799477796758282,0.4835920481039942
53.42377260981912,0.5299933165734956,0.5089243416913635,0.5151409679649112
53.020025839793284,0.5215960628520443,0.4894925025316533,0.4922832437917872
53.90826873385013,0.5302991991175081,0.5027686321634697,0.5064695936125884
54.47351421188631,0.5290382222864344,0.5200430857647914,0.5231074628168578
54.231266149870805,0.5369476300479916,0.5188486981866345,0.5196696775809694
51.372739018087856,0.5304486230385014,0.48524757202865826,0.48104607071167793
55.65245478036176,0.5494298832937181,0.5341544444887046,0.5380010843228514
52.212532299741596,0.5083300541317272,0.4968976649354208,0.5000853657651515
52.19638242894057,0.5128919653616029,0.4881291911217518,0.49354951052506907
55.32945736434108,0.5305501884901087,0.5203166647537949,0.5230058727109258
55.60400516795866,0.5496672738394416,0.5294036095565627,0.5348743837748479
50.145348837209305,0.49170645286488296,0.4710267897378389,0.47597645073255207
53.9405684754522,0.5229603608000132,0.5091073008459618,0.5121005162069712
53.55297157622739,0.5265340560566029,0.5044725092761551,0.5091703671067825
49.854651162790695,0.4937877004651117,0.4762903449911073,0.4804961451796001
49.111757105943155,0.4755099056335872,0.45739438988740105,0.45589845733205064
53.859819121447025,0.5245618747476235,0.5082812100676714,0.5123412835145612
49.98385012919896,0.5053038347063002,0.48199551450391726,0.4786371040553126
53.47222222222222,0.5260369535520781,0.509577145871285,0.5110216075994195
57.65503875968992,0.5628613246820373,0.5559145396877289,0.5572437026473454
53.08462532299741,0.526212693294246,0.5056942085283911,0.5115541644828993
55.394056847545215,0.5486443228504467,0.5318715281338268,0.5306693927122018
55.66860465116279,0.5514679312736765,0.5327641059571985,0.5374111225876591
53.9890180878553,0.5314627209356085,0.5123596187875824,0.5157071637732722
54.44121447028424,0.5527474071085562,0.5210745451642761,0.5181121248637607
